Project	Fully-Qualified Class Name	Module	Description
server	com.l3com.apps.programsummary.data.ProgramSummaryTreeBean.java	Program Summary	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.programsummary.data.RollupTextBean.java	Program Summary	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.programsummary.data.TransferRequirementsBean.java	Adjust Requirements	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.programsummary.PeAfProgramList.java	Program Summary	  
server	com.l3com.apps.programsummary.ProgramMove.java	Program Summary	  
server	com.l3com.apps.programsummary.ProgramPrimaryPOC.java	Program Summary	  
server	com.l3com.apps.programsummary.ProgramResourceIssue.java	Program Summary	  
server	com.l3com.apps.programsummary.ProgramSummary.java	Program Summary	  
server	com.l3com.apps.programsummary.ProgramSummaryResources.java	Program Summary	  
server	com.l3com.apps.programsummary.ProgramSummaryWithPanel.java	Program Summary	"An extension of javax.swing.JPanel that contains user interface components such as text boxes, buttons, and dropdown boxes. Tabs are used to organize and lay out information within a module"
server	com.l3com.apps.programsummary.RollupText.java	Program Summary	  
server	com.l3com.apps.programsummary.TransferProgramRequirements.java	Adjust Requirements	  
server	com.l3com.apps.query.Query.java	Query	  
server	com.l3com.apps.query.QueryBean.java	Query	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.query.QueryDefinitionBean.java	Query	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.ratemgmt.RateList.java	Rate Management	  
server	com.l3com.apps.ratemgmt.RateMgmt.java	Rate Management	  
server	com.l3com.apps.ratemgmt.RateMgmtBean.java	Rate Management	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.reports.ChartBean.java	Reports	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.reports.ChartImage.java	Reports	"A service class that combines a Office document template with customized XML files produced by XSLT to create a finished report in Word, PowerPoint, or Excel format"
server	com.l3com.apps.reports.excel.base.ExcelFilesBean.java	Reports	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.reports.excel.base.ExcelReport.java	Reports	"A service class that combines a Office document template with customized XML files produced by XSLT to create a finished report in Word, PowerPoint, or Excel format"
server	com.l3com.apps.reports.excel.base.ExcelReportBean.java	Reports	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.reports.excel.base.ExcelReportBeanFactory.java	Reports	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.reports.excel.base.ExcelReportEmbedder.java	Reports	"A service class that combines a Office document template with customized XML files produced by XSLT to create a finished report in Word, PowerPoint, or Excel format"
server	com.l3com.apps.reports.excel.base.ExcelReportWrapper.java	Reports	Adds extra functionality to JAXB-generated classes by compositing a JAXB message object within a wrapper object. Common functionality provided by wrapper classes includes boolean flags that indicate whether an object is selected within a list or table.
server	com.l3com.apps.reports.excel.base.SheetState.java	Reports	"A service class that combines a Office document template with customized XML files produced by XSLT to create a finished report in Word, PowerPoint, or Excel format"
server	com.l3com.apps.reports.excel.CcnReportBean.java	Reports	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.reports.excel.EttFundingProfileBean.java	Reports	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.reports.excel.execrqmt.AfbeatColumn.java	Reports	"A service class that combines a Office document template with customized XML files produced by XSLT to create a finished report in Word, PowerPoint, or Excel format"
server	com.l3com.apps.reports.excel.execrqmt.AfbeatReportBean.java	Reports	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.reports.excel.execrqmt.AfbeatReportCellStyles.java	Reports	"A service class that combines a Office document template with customized XML files produced by XSLT to create a finished report in Word, PowerPoint, or Excel format"
server	com.l3com.apps.reports.excel.execrqmt.BogeyReportBean.java	Reports	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.reports.excel.execrqmt.ExecRqmtGatheringReportBean.java	Reports	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.reports.excel.execrqmt.ExecRqmtQueryReportBean.java	Query	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.reports.excel.execrqmt.ExecutionRqmtReport.java	Execution Requirement	"A service class that combines a Office document template with customized XML files produced by XSLT to create a finished report in Word, PowerPoint, or Excel format"
server	com.l3com.apps.reports.excel.execrqmt.ExecutionRqmtReportBean.java	Execution Requirement	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.reports.excel.LookupReportBean.java	Lookup Management	"A service class that performs database operations (create, read, update, delete) in response to client requests"
server	com.l3com.apps.reports.excel.OneLinerReportBean.java	Reports	"A representation of a line of data in a table. A line may be grouped with other lines, summed or sorted with other lines in its group, or be assigned a parent line "
server	com.l3com.apps.reports.excel.PomIssueListReportBean.java	POM Issue	"A service class that performs database operations (create, read, update, delete) in response to client requests"
